"Day ","Items ","Note ","Amount "
"70","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","800"
"70","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","800"
"70","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","800"
"70","Salary Expense","Cash Payment - Salary Expense","20082"
"70","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12024","16"
"70","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12036","196"
"70","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12045","63"
"70","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12047","191"
"70","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12059","15"
"70","Rental Expense","Cash Payment - Rental - New York","4020"
"70","Rental Expense","Cash Payment - Rental - Detroit","1500"
"70","Rental Expense","Cash Payment - Rental - Miami","1800"
"70","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"69","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"69","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"69","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"69","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"69","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"69","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"69","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"69","Salary Expense","Cash Payment - Salary Expense","20082"
"69","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11699","202"
"69","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11848","22"
"69","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11851","15"
"69","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11859","12"
"69","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11873","13"
"69","Rental Expense","Cash Payment - Rental - New York","4020"
"69","Rental Expense","Cash Payment - Rental - Detroit","1500"
"69","Rental Expense","Cash Payment - Rental - Miami","1800"
"69","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"68","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"68","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"68","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"68","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"68","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"68","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"68","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"68","Salary Expense","Cash Payment - Salary Expense","20082"
"68","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11661","69"
"68","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11679","137"
"68","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11690","138"
"68","Rental Expense","Cash Payment - Rental - New York","4020"
"68","Rental Expense","Cash Payment - Rental - Detroit","1500"
"68","Rental Expense","Cash Payment - Rental - Miami","1800"
"68","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"67","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"67","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"67","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"67","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"67","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"67","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"67","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"67","Salary Expense","Cash Payment - Salary Expense","20061"
"67","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11481","92"
"67","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11486","246"
"67","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11493","105"
"67","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11501","199"
"67","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 330","15000"
"67","Rental Expense","Cash Payment - Rental - New York","4020"
"67","Rental Expense","Cash Payment - Rental - Detroit","1500"
"67","Rental Expense","Cash Payment - Rental - Miami","1800"
"67","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"66","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"66","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"66","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"66","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"66","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"66","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"66","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"66","Salary Expense","Cash Payment - Salary Expense","20529"
"66","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11144","22"
"66","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11303","98"
"66","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11309","104"
"66","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11322","40"
"66","Rental Expense","Cash Payment - Rental - New York","4020"
"66","Rental Expense","Cash Payment - Rental - Detroit","1500"
"66","Rental Expense","Cash Payment - Rental - Miami","1800"
"66","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"65","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"65","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"65","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"65","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"65","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"65","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"65","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"65","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"65","Salary Expense","Cash Payment - Salary Expense","20529"
"65","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11102","34"
"65","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11136","16"
"65","Rental Expense","Cash Payment - Rental - New York","4020"
"65","Rental Expense","Cash Payment - Rental - Detroit","1500"
"65","Rental Expense","Cash Payment - Rental - Miami","1800"
"65","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"64","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"64","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"64","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"64","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"64","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"64","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"64","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"64","Salary Expense","Cash Payment - Salary Expense","20474"
"64","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10933","47"
"64","Shipping Expense","Cash Payment - Move Stock ID: 10937","67371"
"64","Rental Expense","Cash Payment - Rental - New York","4020"
"64","Rental Expense","Cash Payment - Rental - Detroit","1500"
"64","Rental Expense","Cash Payment - Rental - Miami","1800"
"64","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"63","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"63","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"63","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"63","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"63","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"63","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"63","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"63","Salary Expense","Cash Payment - Salary Expense","20452"
"63","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10748","31"
"63","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10757","52"
"63","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10769","35"
"63","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10777","49"
"63","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"63","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","4200"
"63","Rental Expense","Cash Payment - Rental - New York","4020"
"63","Rental Expense","Cash Payment - Rental - Detroit","1500"
"63","Rental Expense","Cash Payment - Rental - Miami","1800"
"63","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"62","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"62","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"62","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"62","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"62","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"62","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"62","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"62","Salary Expense","Cash Payment - Salary Expense","20432"
"62","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10551","81"
"62","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10577","28"
"62","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10588","46"
"62","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10595","55"
"62","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"62","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","4575"
"62","Rental Expense","Cash Payment - Rental - New York","4020"
"62","Rental Expense","Cash Payment - Rental - Detroit","1500"
"62","Rental Expense","Cash Payment - Rental - Miami","1800"
"62","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"61","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"61","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"61","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"61","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"61","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"61","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"61","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"61","Salary Expense","Cash Payment - Salary Expense","20746"
"61","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10410","50"
"61","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10421","58"
"61","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10431","34"
"61","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"61","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","2325"
"61","Rental Expense","Cash Payment - Rental - New York","4020"
"61","Rental Expense","Cash Payment - Rental - Detroit","1500"
"61","Rental Expense","Cash Payment - Rental - Miami","1800"
"61","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"60","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"60","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"60","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"60","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"60","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"60","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"60","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"60","Salary Expense","Cash Payment - Salary Expense","19992"
"60","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 330","15000"
"60","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"60","Rental Expense","Cash Payment - Rental - New York","4020"
"60","Rental Expense","Cash Payment - Rental - Detroit","1500"
"60","Rental Expense","Cash Payment - Rental - Miami","1800"
"60","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"59","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"59","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"59","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"59","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"59","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"59","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"59","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"59","Salary Expense","Cash Payment - Salary Expense","20438"
"59","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 9902","23"
"59","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10078","127"
"59","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"59","Rental Expense","Cash Payment - Rental - New York","4020"
"59","Rental Expense","Cash Payment - Rental - Detroit","1500"
"59","Rental Expense","Cash Payment - Rental - Miami","1800"
"59","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"58","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"58","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"58","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"58","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"58","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"58","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"58","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"58","Salary Expense","Cash Payment - Salary Expense","20438"
"58","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"58","Rental Expense","Cash Payment - Rental - New York","4020"
"58","Rental Expense","Cash Payment - Rental - Detroit","1500"
"58","Rental Expense","Cash Payment - Rental - Miami","1800"
"58","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"57","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"57","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"57","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"57","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"57","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"57","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"57","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"57","Salary Expense","Cash Payment - Salary Expense","20418"
"57","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 9690","131"
"57","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"57","Rental Expense","Cash Payment - Rental - New York","4020"
"57","Rental Expense","Cash Payment - Rental - Detroit","1500"
"57","Rental Expense","Cash Payment - Rental - Miami","1800"
"57","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"56","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"56","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"56","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"56","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"56","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"56","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"56","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"56","Salary Expense","Cash Payment - Salary Expense","20418"
"56","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 9502","103"
"56","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 9518","50"
"56","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 9528","117"
"56","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"56","Rental Expense","Cash Payment - Rental - New York","4020"
"56","Rental Expense","Cash Payment - Rental - Detroit","1500"
"56","Rental Expense","Cash Payment - Rental - Miami","1800"
"56","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"55","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"55","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"55","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"55","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"55","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"55","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"55","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"55","Salary Expense","Cash Payment - Salary Expense","20418"
"55","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 9308","61"
"55","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 9334","68"
"55","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"55","Rental Expense","Cash Payment - Rental - New York","4020"
"55","Rental Expense","Cash Payment - Rental - Detroit","1500"
"55","Rental Expense","Cash Payment - Rental - Miami","1800"
"55","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"54","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"54","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"54","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"54","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"54","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"54","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"54","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"54","Salary Expense","Cash Payment - Salary Expense","20400"
"54","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8964","36"
"54","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 9141","45"
"54","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 9148","73"
"54","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 9157","79"
"54","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"54","Rental Expense","Cash Payment - Rental - New York","4020"
"54","Rental Expense","Cash Payment - Rental - Detroit","1500"
"54","Rental Expense","Cash Payment - Rental - Miami","1800"
"54","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"53","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"53","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"53","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"53","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"53","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"53","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"53","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"53","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"53","Salary Expense","Cash Payment - Salary Expense","20379"
"53","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8947","5"
"53","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 330","15000"
"53","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"53","Rental Expense","Cash Payment - Rental - New York","4020"
"53","Rental Expense","Cash Payment - Rental - Detroit","1500"
"53","Rental Expense","Cash Payment - Rental - Miami","1800"
"53","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"52","Human Resource Expense","Counselled","2000"
"52","Human Resource Expense","Counselled","2000"
"52","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"52","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"52","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"52","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"52","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"52","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"52","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"52","Salary Expense","Cash Payment - Salary Expense","19974"
"52","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8758","16"
"52","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8785","11"
"52","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"52","Rental Expense","Cash Payment - Rental - New York","4020"
"52","Rental Expense","Cash Payment - Rental - Detroit","1500"
"52","Rental Expense","Cash Payment - Rental - Miami","1800"
"52","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"51","Human Resource Expense","Cash Payment - Staff Recruiting - Los Angeles","60000"
"51","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"51","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"51","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"51","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"51","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"51","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"51","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"51","Salary Expense","Cash Payment - Salary Expense","20273"
"51","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"51","Rental Expense","Cash Payment - Rental - New York","4020"
"51","Rental Expense","Cash Payment - Rental - Detroit","1500"
"51","Rental Expense","Cash Payment - Rental - Miami","1800"
"51","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"50","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"50","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"50","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"50","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"50","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"50","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"50","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"50","Salary Expense","Cash Payment - Salary Expense","18180"
"50","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8331","142"
"50","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8382","47"
"50","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8393","59"
"50","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8411","95"
"50","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"50","Rental Expense","Cash Payment - Rental - New York","4020"
"50","Rental Expense","Cash Payment - Rental - Detroit","1500"
"50","Rental Expense","Cash Payment - Rental - Miami","1800"
"49","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"49","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"49","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"49","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"49","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"49","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"49","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"49","Salary Expense","Cash Payment - Salary Expense","18605"
"49","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7109","11"
"49","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7115","15"
"49","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7304","97"
"49","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8174","108"
"49","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8187","178"
"49","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8202","311"
"49","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"49","Rental Expense","Cash Payment - Rental - New York","4020"
"49","Rental Expense","Cash Payment - Rental - Detroit","1500"
"49","Rental Expense","Cash Payment - Rental - Miami","1800"
"48","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"48","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"48","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"48","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"48","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"48","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"48","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"48","Salary Expense","Cash Payment - Salary Expense","18605"
"48","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7884","101"
"48","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8012","212"
"48","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8019","223"
"48","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8028","124"
"48","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"48","Rental Expense","Cash Payment - Rental - New York","4020"
"48","Rental Expense","Cash Payment - Rental - Detroit","1500"
"48","Rental Expense","Cash Payment - Rental - Miami","1800"
"47","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"47","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"47","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"47","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"47","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"47","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"47","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"47","Salary Expense","Cash Payment - Salary Expense","18586"
"47","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7851","106"
"47","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"47","Rental Expense","Cash Payment - Rental - New York","4020"
"47","Rental Expense","Cash Payment - Rental - Detroit","1500"
"47","Rental Expense","Cash Payment - Rental - Miami","1800"
"46","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"46","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"46","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"46","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"46","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"46","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"46","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"46","Salary Expense","Cash Payment - Salary Expense","18586"
"46","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 330","15000"
"46","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"46","Rental Expense","Cash Payment - Rental - New York","4020"
"46","Rental Expense","Cash Payment - Rental - Detroit","1500"
"46","Rental Expense","Cash Payment - Rental - Miami","1800"
"45","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"45","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"45","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"45","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"45","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"45","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"45","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"45","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"45","Salary Expense","Cash Payment - Salary Expense","18586"
"45","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6941","83"
"45","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6969","138"
"45","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7482","126"
"45","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7489","77"
"45","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"45","Rental Expense","Cash Payment - Rental - New York","4020"
"45","Rental Expense","Cash Payment - Rental - Detroit","1500"
"45","Rental Expense","Cash Payment - Rental - Miami","1800"
"44","Human Resource Expense","Staff Transfer","15000"
"44","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"44","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
