"Day ","Items ","Note ","Amount "
"72","Sales E Commerce","Revenue - ECM SO ID: 11873","1321"
"72","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 12215 ","-47250"
"72","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 12215 ","-51510"
"72","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 12215 ","-19190"
"72","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 12342 ","-20880"
"72","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 12342 ","-24360"
"72","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 12342 ","-208800"
"72","Human Resource Expense","Cash Payment - Staff Recruiting","-15000"
"72","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 12432 ","-741000"
"72","Wholesales (B2B)","Revenue - B2B SO ID: 11850","95520"
"72","Human Resource Expense","Cash Payment - Staff Recruiting","-15000"
"72","Human Resource Expense","Cash Payment - Staff Recruiting","-15000"
"72","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"72","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","-800"
"72","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","-600"
"72","Marketing Expense","Cash Payment - Marketing - New York - White Wine","-600"
"72","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","-800"
"72","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","-600"
"72","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","-600"
"72","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","-800"
"72","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","-800"
"72","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","-800"
"72","Salary Expense","Cash Payment - Salary Expense","-22146"
"72","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12394","-73"
"72","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12417","-111"
"72","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12430","-243"
"72","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12438","-270"
"72","Retail","Revenue - Retail Sales New York - Sparkling Wine","27776"
"72","Retail","Revenue - Retail Sales New York - Red Wine","12684"
"72","Retail","Revenue - Retail Sales New York - White Wine","11024"
"72","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","18396"
"72","Retail","Revenue - Retail Sales Detroit - Red Wine","9889"
"72","Retail","Revenue - Retail Sales Detroit - White Wine","12870"
"72","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","12990"
"72","Retail","Revenue - Retail Sales Los Angeles - Red Wine","5490"
"72","Retail","Revenue - Retail Sales Los Angeles - White Wine","5280"
"72","Rental Expense","Cash Payment - Rental - New York","-4020"
"72","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"72","Rental Expense","Cash Payment - Rental - Miami","-1800"
"72","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"71","Sales E Commerce","Revenue - ECM SO ID: 11661","6926"
"71","Sales E Commerce","Revenue - ECM SO ID: 11679","13728"
"71","Sales E Commerce","Revenue - ECM SO ID: 11690","13789"
"71","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 12055 ","-47250"
"71","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 12055 ","-89284"
"71","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 12055 ","-62368"
"71","Wholesales (B2B)","Revenue - B2B SO ID: 11862","487190"
"71","Human Resource Expense","Staff Transfer","-15000"
"71","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"71","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","-800"
"71","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","-600"
"71","Marketing Expense","Cash Payment - Marketing - New York - White Wine","-600"
"71","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","-800"
"71","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","-600"
"71","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","-600"
"71","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","-800"
"71","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","-800"
"71","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","-800"
"71","Salary Expense","Cash Payment - Salary Expense","-20803"
"71","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12212","-157"
"71","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12214","-115"
"71","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12225","-223"
"71","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12240","-118"
"71","Retail","Revenue - Retail Sales New York - Sparkling Wine","24769"
"71","Retail","Revenue - Retail Sales New York - Red Wine","12012"
"71","Retail","Revenue - Retail Sales New York - White Wine","11622"
"71","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","16128"
"71","Retail","Revenue - Retail Sales Detroit - Red Wine","9672"
"71","Retail","Revenue - Retail Sales Detroit - White Wine","11490"
"71","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","11970"
"71","Retail","Revenue - Retail Sales Los Angeles - Red Wine","5040"
"71","Retail","Revenue - Retail Sales Los Angeles - White Wine","5024"
"71","Rental Expense","Cash Payment - Rental - New York","-4020"
"71","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"71","Rental Expense","Cash Payment - Rental - Miami","-1800"
"71","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"70","Sales E Commerce","Revenue - ECM SO ID: 11481","9211"
"70","Sales E Commerce","Revenue - ECM SO ID: 11486","24590"
"70","Sales E Commerce","Revenue - ECM SO ID: 11493","10472"
"70","Sales E Commerce","Revenue - ECM SO ID: 11501","19863"
"70","Human Resource Expense","Staff Transfer","-15000"
"70","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"70","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","-800"
"70","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","-600"
"70","Marketing Expense","Cash Payment - Marketing - New York - White Wine","-600"
"70","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","-800"
"70","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","-600"
"70","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","-600"
"70","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","-800"
"70","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","-800"
"70","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","-800"
"70","Salary Expense","Cash Payment - Salary Expense","-20082"
"70","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12024","-16"
"70","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12036","-196"
"70","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12045","-63"
"70","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12047","-191"
"70","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12059","-15"
"70","Retail","Revenue - Retail Sales New York - Sparkling Wine","27900"
"70","Retail","Revenue - Retail Sales New York - Red Wine","11592"
"70","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","15456"
"70","Retail","Revenue - Retail Sales Detroit - Red Wine","9982"
"70","Retail","Revenue - Retail Sales Detroit - White Wine","11130"
"70","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","11910"
"70","Retail","Revenue - Retail Sales Los Angeles - Red Wine","5670"
"70","Retail","Revenue - Retail Sales Los Angeles - White Wine","5600"
"70","Rental Expense","Cash Payment - Rental - New York","-4020"
"70","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"70","Rental Expense","Cash Payment - Rental - Miami","-1800"
"70","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"69","Sales E Commerce","Revenue - ECM SO ID: 11144","3418"
"69","Sales E Commerce","Revenue - ECM SO ID: 11303","10983"
"69","Sales E Commerce","Revenue - ECM SO ID: 11309","11442"
"69","Sales E Commerce","Revenue - ECM SO ID: 11322","4271"
"69","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11675 ","-434520"
"69","Wholesales (B2B)","Revenue - B2B SO ID: 11682","48374"
"69","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"69","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","-800"
"69","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","-600"
"69","Marketing Expense","Cash Payment - Marketing - New York - White Wine","-600"
"69","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","-800"
"69","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","-600"
"69","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","-600"
"69","Salary Expense","Cash Payment - Salary Expense","-20082"
"69","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11699","-202"
"69","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11848","-22"
"69","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11851","-15"
"69","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11859","-12"
"69","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11873","-13"
"69","Retail","Revenue - Retail Sales New York - Sparkling Wine","29822"
"69","Retail","Revenue - Retail Sales New York - Red Wine","13356"
"69","Retail","Revenue - Retail Sales New York - White Wine","7670"
"69","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","18872"
"69","Retail","Revenue - Retail Sales Detroit - Red Wine","10478"
"69","Retail","Revenue - Retail Sales Detroit - White Wine","11790"
"69","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","7170"
"69","Retail","Revenue - Retail Sales Los Angeles - Red Wine","4590"
"69","Retail","Revenue - Retail Sales Los Angeles - White Wine","4672"
"69","Rental Expense","Cash Payment - Rental - New York","-4020"
"69","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"69","Rental Expense","Cash Payment - Rental - Miami","-1800"
"69","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"68","Sales E Commerce","Revenue - ECM SO ID: 11102","3709"
"68","Sales E Commerce","Revenue - ECM SO ID: 11136","1941"
"68","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 11695 ","-15221"
"68","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"68","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","-800"
"68","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","-600"
"68","Marketing Expense","Cash Payment - Marketing - New York - White Wine","-600"
"68","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","-800"
"68","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","-600"
"68","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","-600"
"68","Salary Expense","Cash Payment - Salary Expense","-20082"
"68","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11661","-69"
"68","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11679","-137"
"68","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11690","-138"
"68","Retail","Revenue - Retail Sales New York - Sparkling Wine","27776"
"68","Retail","Revenue - Retail Sales New York - Red Wine","12320"
"68","Retail","Revenue - Retail Sales New York - White Wine","12298"
"68","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","17052"
"68","Retail","Revenue - Retail Sales Detroit - Red Wine","10881"
"68","Retail","Revenue - Retail Sales Detroit - White Wine","12270"
"68","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","6960"
"68","Retail","Revenue - Retail Sales Los Angeles - Red Wine","4620"
"68","Retail","Revenue - Retail Sales Los Angeles - White Wine","4384"
"68","Rental Expense","Cash Payment - Rental - New York","-4020"
"68","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"68","Rental Expense","Cash Payment - Rental - Miami","-1800"
"68","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"67","Sales E Commerce","Revenue - ECM SO ID: 10933","6200"
"67","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"67","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","-800"
"67","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","-600"
"67","Marketing Expense","Cash Payment - Marketing - New York - White Wine","-600"
"67","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","-800"
"67","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","-600"
"67","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","-600"
"67","Salary Expense","Cash Payment - Salary Expense","-20061"
"67","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11481","-92"
"67","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11486","-246"
"67","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11493","-105"
"67","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11501","-199"
"67","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 330","-15000"
"67","Retail","Revenue - Retail Sales New York - Sparkling Wine","28365"
"67","Retail","Revenue - Retail Sales New York - Red Wine","12320"
"67","Retail","Revenue - Retail Sales New York - White Wine","11024"
"67","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","19628"
"67","Retail","Revenue - Retail Sales Detroit - Red Wine","11005"
"67","Retail","Revenue - Retail Sales Detroit - White Wine","12030"
"67","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","7170"
"67","Retail","Revenue - Retail Sales Los Angeles - Red Wine","4800"
"67","Retail","Revenue - Retail Sales Los Angeles - White Wine","4992"
"67","Rental Expense","Cash Payment - Rental - New York","-4020"
"67","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"67","Rental Expense","Cash Payment - Rental - Miami","-1800"
"67","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"66","Sales E Commerce","Revenue - ECM SO ID: 10748","4517"
"66","Sales E Commerce","Revenue - ECM SO ID: 10757","6300"
"66","Sales E Commerce","Revenue - ECM SO ID: 10769","4468"
"66","Sales E Commerce","Revenue - ECM SO ID: 10777","5448"
"66","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11490 ","-213000"
"66","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11490 ","-144840"
"66","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11490 ","-161880"
"66","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"66","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","-800"
"66","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","-600"
"66","Marketing Expense","Cash Payment - Marketing - New York - White Wine","-600"
"66","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","-800"
"66","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","-600"
"66","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","-600"
"66","Salary Expense","Cash Payment - Salary Expense","-20529"
"66","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11144","-22"
"66","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11303","-98"
"66","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11309","-104"
"66","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11322","-40"
"66","Retail","Revenue - Retail Sales New York - Sparkling Wine","29543"
"66","Retail","Revenue - Retail Sales New York - Red Wine","12964"
"66","Retail","Revenue - Retail Sales New York - White Wine","12298"
"66","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","18508"
"66","Retail","Revenue - Retail Sales Detroit - Red Wine","10571"
"66","Retail","Revenue - Retail Sales Detroit - White Wine","12900"
"66","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","7380"
"66","Retail","Revenue - Retail Sales Los Angeles - Red Wine","4770"
"66","Retail","Revenue - Retail Sales Los Angeles - White Wine","4576"
"66","Services","Revenue - Service Sales Order ID: 10186","185000"
"66","Rental Expense","Cash Payment - Rental - New York","-4020"
"66","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"66","Rental Expense","Cash Payment - Rental - Miami","-1800"
"66","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"65","Sales E Commerce","Revenue - ECM SO ID: 10551","8879"
"65","Sales E Commerce","Revenue - ECM SO ID: 10577","4328"
"65","Sales E Commerce","Revenue - ECM SO ID: 10588","4843"
"65","Sales E Commerce","Revenue - ECM SO ID: 10595","6430"
"65","Wholesales (B2B)","Revenue - B2B SO ID: 10245","121550"
"65","Wholesales (B2B)","Revenue - B2B SO ID: 10772","52687"
"65","Wholesales (B2B)","Revenue - B2B SO ID: 10930","53295"
"65","Wholesales (B2B)","Revenue - B2B SO ID: 10943","68820"
"65","Human Resource Expense","Cash Payment - Staff Recruiting","-15000"
"65","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"65","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","-800"
"65","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","-600"
"65","Marketing Expense","Cash Payment - Marketing - New York - White Wine","-600"
"65","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","-800"
"65","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","-600"
"65","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","-600"
"65","Salary Expense","Cash Payment - Salary Expense","-20529"
"65","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11102","-34"
"65","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11136","-16"
"65","Retail","Revenue - Retail Sales New York - Sparkling Wine","31000"
"65","Retail","Revenue - Retail Sales New York - Red Wine","12068"
"65","Retail","Revenue - Retail Sales New York - White Wine","12428"
"65","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","17976"
"65","Retail","Revenue - Retail Sales Detroit - Red Wine","10881"
"65","Retail","Revenue - Retail Sales Detroit - White Wine","12780"
"65","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","7110"
"65","Retail","Revenue - Retail Sales Los Angeles - Red Wine","4950"
"65","Retail","Revenue - Retail Sales Los Angeles - White Wine","4352"
"65","Rental Expense","Cash Payment - Rental - New York","-4020"
"65","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"65","Rental Expense","Cash Payment - Rental - Miami","-1800"
"65","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"64","Sales E Commerce","Revenue - ECM SO ID: 10410","7645"
"64","Sales E Commerce","Revenue - ECM SO ID: 10421","7698"
"64","Sales E Commerce","Revenue - ECM SO ID: 10431","4586"
"64","Wholesales (B2B)","Revenue - B2B SO ID: 9891","174900"
"64","Wholesales (B2B)","Revenue - B2B SO ID: 10089","78234"
"64","Wholesales (B2B)","Revenue - B2B SO ID: 10591","73408"
"64","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11125 ","-21150"
"64","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11125 ","-21930"
"64","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11125 ","-31350"
"64","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11141 ","-22950"
"64","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11141 ","-31350"
"64","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"64","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","-800"
"64","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","-600"
"64","Marketing Expense","Cash Payment - Marketing - New York - White Wine","-600"
"64","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","-800"
"64","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","-600"
"64","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","-600"
"64","Salary Expense","Cash Payment - Salary Expense","-20474"
"64","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10933","-47"
"64","Shipping Expense","Cash Payment - Move Stock ID: 10937","-67371"
"64","Retail","Revenue - Retail Sales New York - Sparkling Wine","23250"
"64","Retail","Revenue - Retail Sales New York - Red Wine","8764"
"64","Retail","Revenue - Retail Sales New York - White Wine","7098"
"64","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","8848"
"64","Retail","Revenue - Retail Sales Detroit - Red Wine","4092"
"64","Retail","Revenue - Retail Sales Detroit - White Wine","5940"
"64","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","4860"
"64","Retail","Revenue - Retail Sales Los Angeles - Red Wine","3810"
"64","Retail","Revenue - Retail Sales Los Angeles - White Wine","3136"
"64","Services","Revenue - Service Sales Order ID: 9876","99600"
"64","Rental Expense","Cash Payment - Rental - New York","-4020"
"64","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"64","Rental Expense","Cash Payment - Rental - Miami","-1800"
"64","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"63","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"63","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","-800"
"63","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","-600"
"63","Marketing Expense","Cash Payment - Marketing - New York - White Wine","-600"
"63","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","-800"
"63","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","-600"
"63","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","-600"
"63","Salary Expense","Cash Payment - Salary Expense","-20452"
"63","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10748","-31"
"63","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10757","-52"
"63","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10769","-35"
"63","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10777","-49"
"63","Retail","Revenue - Retail Sales New York - Sparkling Wine","23684"
"63","Retail","Revenue - Retail Sales New York - Red Wine","10080"
"63","Retail","Revenue - Retail Sales New York - White Wine","8632"
"63","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","9772"
"63","Retail","Revenue - Retail Sales Detroit - Red Wine","4526"
"63","Retail","Revenue - Retail Sales Detroit - White Wine","5550"
"63","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","6570"
"63","Retail","Revenue - Retail Sales Los Angeles - Red Wine","3990"
"63","Retail","Revenue - Retail Sales Los Angeles - White Wine","3168"
"63","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","-4200"
"63","Rental Expense","Cash Payment - Rental - New York","-4020"
"63","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"63","Rental Expense","Cash Payment - Rental - Miami","-1800"
"63","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"62","Sales E Commerce","Revenue - ECM SO ID: 9902","3205"
"62","Sales E Commerce","Revenue - ECM SO ID: 10078","15433"
"62","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10460 ","-27150"
"62","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10460 ","-34900"
"62","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10592 ","-369672"
"62","Wholesales (B2B)","Revenue - B2B SO ID: 9331","303000"
"62","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 9331","-9000"
"62","Wholesales (B2B)","Revenue - B2B SO ID: 9716","519480"
"62","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"62","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","-800"
"62","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","-600"
"62","Marketing Expense","Cash Payment - Marketing - New York - White Wine","-600"
"62","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","-800"
"62","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","-600"
"62","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","-600"
"62","Salary Expense","Cash Payment - Salary Expense","-20432"
"62","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10551","-81"
"62","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10577","-28"
"62","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10588","-46"
"62","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10595","-55"
"62","Retail","Revenue - Retail Sales New York - Sparkling Wine","24397"
"62","Retail","Revenue - Retail Sales New York - Red Wine","8288"
"62","Retail","Revenue - Retail Sales New York - White Wine","7358"
"62","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","9380"
"62","Retail","Revenue - Retail Sales Detroit - Red Wine","4898"
"62","Retail","Revenue - Retail Sales Detroit - White Wine","5640"
"62","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","4980"
"62","Retail","Revenue - Retail Sales Los Angeles - Red Wine","3690"
"62","Retail","Revenue - Retail Sales Los Angeles - White Wine","4256"
"62","Services","Revenue - Service Sales Order ID: 9524","74700"
"62","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","-4575"
"62","Rental Expense","Cash Payment - Rental - New York","-4020"
"62","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"62","Rental Expense","Cash Payment - Rental - Miami","-1800"
"62","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"61","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10414 ","-60356"
"61","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10414 ","-30650"
"61","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10414 ","-33930"
"61","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10424 ","-30368"
"61","Wholesales (B2B)","Revenue - B2B SO ID: 10254","385920"
"61","Wholesales (B2B)","Revenue - B2B SO ID: 10257","108680"
"61","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10578 ","-34750"
"61","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10578 ","-33250"
"61","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10578 ","-18420"
"61","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"61","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","-800"
"61","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","-600"
"61","Marketing Expense","Cash Payment - Marketing - New York - White Wine","-600"
"61","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","-800"
"61","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","-600"
"61","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","-600"
"61","Salary Expense","Cash Payment - Salary Expense","-20746"
"61","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10410","-50"
"61","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10421","-58"
"61","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10431","-34"
"61","Retail","Revenue - Retail Sales New York - Sparkling Wine","24707"
"61","Retail","Revenue - Retail Sales New York - Red Wine","6552"
"61","Retail","Revenue - Retail Sales New York - White Wine","6552"
"61","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","9324"
"61","Retail","Revenue - Retail Sales Detroit - Red Wine","5022"
"61","Retail","Revenue - Retail Sales Detroit - White Wine","4500"
"61","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","5610"
"61","Retail","Revenue - Retail Sales Los Angeles - Red Wine","3840"
"61","Retail","Revenue - Retail Sales Los Angeles - White Wine","4064"
"61","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","-2325"
"61","Rental Expense","Cash Payment - Rental - New York","-4020"
"61","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"61","Rental Expense","Cash Payment - Rental - Miami","-1800"
